"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"DARE","Dare Bioscience, Inc.","2.63","$15.9M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/dare",
"DRIO","DarioHealth Corp.","1.77","$18.12M","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/drio",
"DRIOW","DarioHealth Corp.","0.24","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/driow",
"DZSI","DASAN Zhone Solutions, Inc.","8.56","$140.26M","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/dzsi",
"DSKE","Daseke, Inc.","11.36","$504.3M","2015","Consumer Services","Transportation Services","http://www.nasdaq.com/symbol/dske",
"DSKEW","Daseke, Inc.","1.2","n/a","2015","Consumer Services","Transportation Services","http://www.nasdaq.com/symbol/dskew",
"DAIO","Data I/O Corporation","13.02","$107.3M","1981","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/daio",
"DWCH","Datawatch Corporation","9.8","$119.55M","1992","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/dwch",
"PLAY","Dave & Buster&#39;s Entertainment, Inc.","50.9","$2.09B","2014","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/play",
"DTEA","DAVIDsTEA Inc.","4.5","$129.67M","2015","Consumer Non-Durables","Food Chains","http://www.nasdaq.com/symbol/dtea",
"DFNL","Davis Select Financial ETF","22.9204","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dfnl",
"DUSA","Davis Select U.S. Equity ETF","22.25","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dusa",
"DWLD","Davis Select Worldwide ETF","25.49","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dwld",
"DWSN","Dawson Geophysical Company","5.38","$116.84M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/dwsn",
"DBVT","DBV Technologies S.A.","23.43","$1.17B","2014","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/dbvt",
"DCPH","Deciphera Pharmaceuticals, Inc.","19.6","$638.8M","2017","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/dcph",
"DFRG","Del Frisco&#39;s Restaurant Group, Inc.","13.75","$291.76M","2012","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/dfrg",
"TACO","Del Taco Restaurants, Inc.","12.12","$468.77M","2014","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/taco",
"TACOW","Del Taco Restaurants, Inc.","3.0351","n/a","2014","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/tacow",
"DMPI","DelMar Pharmaceuticals, Inc.","0.8626","$18.63M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/dmpi",
"DELT","Delta Technology Holdings Limited","1.12","$10.77M","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/delt",
"DELTW","Delta Technology Holdings Limited","0.0219","n/a","2013","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/deltw",
"DENN","Denny&#39;s Corporation","12.67","$827.13M","n/a","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/denn",
"XRAY","DENTSPLY SIRONA Inc.","67.55","$15.52B","1987","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/xray",
"DEPO","Depomed, Inc.","6.18","$389.42M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/depo",
"DERM","Dermira, Inc.","24.44","$1.02B","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/derm",
"DEST","Destination Maternity Corporation","2.67","$37.28M","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/dest",
"DXLG","Destination XL Group, Inc.","1.825","$88.8M","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/dxlg",
"DSWL","Deswell Industries, Inc.","2.85","$45.27M","1995","Consumer Non-Durables","Plastic Products","http://www.nasdaq.com/symbol/dswl",
"DTRM","Determine, Inc. ","1.68","$24.88M","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/dtrm",
"RNDM","Developed International Equity Select ETF","50.97","$5.1M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rndm",
"DXCM","DexCom, Inc.","54.01","$4.69B","2005","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/dxcm",
"DXTR","Dextera Surgical Inc.","0.16","$7.71M","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/dxtr",
"DHXM","DHX Media Ltd.","3.0999","$106.67M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dhxm",
"DHIL","Diamond Hill Investment Group, Inc.","207.81","$720.95M","n/a","Finance","Investment Managers","http://www.nasdaq.com/symbol/dhil",
"FANG","Diamondback Energy, Inc.","107.54","$10.56B","2012","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/fang",
"DCIX","Diana Containerships Inc.","8.23","$6.23M","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/dcix",
"DRNA","Dicerna Pharmaceuticals, Inc.","9.54","$198.89M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/drna",
"DFBG","Differential Brands Group Inc.","0.96","$12.78M","n/a","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/dfbg",
"DFFN","Diffusion Pharmaceuticals Inc.","1.35","$19.47M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/dffn",
"DGII","Digi International Inc.","9.75","$258.76M","1989","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/dgii",
"DMRC","Digimarc Corporation","36.7","$427.93M","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/dmrc",
"DRAD","Digirad Corporation","2.45","$49.13M","2004","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/drad",
"DGLY","Digital Ally, Inc.","2.35","$16.31M","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/dgly",
"APPS","Digital Turbine, Inc.","1.76","$126.13M","n/a","Miscellaneous","Multi-Sector Companies","http://www.nasdaq.com/symbol/apps",
"DCOM","Dime Community Bancshares, Inc.","20.65","$772.78M","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/dcom",
"DIOD","Diodes Incorporated","30.94","$1.53B","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/diod",
"DISCA","Discovery Communications, Inc.","17.55","$6.65B","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/disca",
"DISCB","Discovery Communications, Inc.","21.7","$8.23B","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/discb",
"DISCK","Discovery Communications, Inc.","16.46","$6.24B","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/disck",
"DISH","DISH Network Corporation","50.66","$23.63B","1995","Consumer Services","Television Services","http://www.nasdaq.com/symbol/dish",
"DVCR","Diversicare Healthcare Services Inc.","10.37","$66.97M","n/a","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/dvcr",
"SAUC","Diversified Restaurant Holdings, Inc.","1.61","$43.28M","n/a","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/sauc",
"DLHC","DLH Holdings Corp.","5.9","$68.44M","n/a","Technology","Professional Services","http://www.nasdaq.com/symbol/dlhc",
"BOOM","DMC Global Inc.","21.45","$316.8M","n/a","Capital Goods","Industrial Specialties","http://www.nasdaq.com/symbol/boom",
"DNBF","DNB Financial Corp","33","$140.87M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/dnbf",
"DLTR","Dollar Tree, Inc.","94.61","$22.41B","1995","Consumer Services","Department/Specialty Retail Stores","http://www.nasdaq.com/symbol/dltr",
"DGICA","Donegal Group, Inc.","17.4","$477.3M","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/dgica",
"DGICB","Donegal Group, Inc.","15.91","$436.42M","1986","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/dgicb",
"DMLP","Dorchester Minerals, L.P.","15","$484.2M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/dmlp",
"DORM","Dorman Products, Inc.","67.77","$2.29B","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/dorm",
"EAGL","Double Eagle Acquisition Corp.","9.75","$606.49M","2015","Finance","Business Services","http://www.nasdaq.com/symbol/eagl",
"EAGLU","Double Eagle Acquisition Corp.","10.77","n/a","2015","Finance","Business Services","http://www.nasdaq.com/symbol/eaglu",
"EAGLW","Double Eagle Acquisition Corp.","0.68","n/a","2015","Finance","Business Services","http://www.nasdaq.com/symbol/eaglw",
"DOVA","Dova Pharmaceuticals, Inc.","26.7","$684.92M","2017","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/dova",
"LYL","Dragon Victory International Limited","5.96","$69.53M","2017","Finance","Finance/Investors Services","http://www.nasdaq.com/symbol/lyl",
"DOTA","Draper Oakwood Technology Acquisition, Inc.","9.77","$74.01M","2017","Finance","Business Services","http://www.nasdaq.com/symbol/dota",
"DOTAR","Draper Oakwood Technology Acquisition, Inc.","0.47","n/a","2017","Finance","Business Services","http://www.nasdaq.com/symbol/dotar",
"DOTAU","Draper Oakwood Technology Acquisition, Inc.","10.39","n/a","2017","Finance","Business Services","http://www.nasdaq.com/symbol/dotau",
"DOTAW","Draper Oakwood Technology Acquisition, Inc.","0.52","n/a","2017","Finance","Business Services","http://www.nasdaq.com/symbol/dotaw",
"DRYS","DryShips Inc.","3.86","$402.5M","2005","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/drys",
"DSPG","DSP Group, Inc.","12.55","$280.15M","1994","Technology","Semiconductors","http://www.nasdaq.com/symbol/dspg",
"DLTH","Duluth Holdings Inc.","18.14","$588.8M","2015","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/dlth",
"DNKN","Dunkin&#39; Brands Group, Inc.","57.49","$5.19B","2011","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/dnkn",
"DRRX","DURECT Corporation","1.01","$150.03M","2000","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/drrx",
"DXPE","DXP Enterprises, Inc.","25.79","$448.53M","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/dxpe",
"DYSL","Dynasil Corporation of America","1.31","$22.35M","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/dysl",
"DYNT","Dynatronics Corporation","2.4","$11.58M","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/dynt",
"DVAX","Dynavax Technologies Corporation","18.25","$1.11B","2004","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/dvax",
"ETFC","E*TRADE Financial Corporation","44.18","$11.91B","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/etfc",
"EBMT","Eagle Bancorp Montana, Inc.","19.8","$99.01M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ebmt",
"EGBN","Eagle Bancorp, Inc.","67.1","$2.29B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/egbn",
"EGLE","Eagle Bulk Shipping Inc.","4.4","$326.14M","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/egle",
"EFBI","Eagle Financial Bancorp, Inc.","18.473","$29.79M","2017","Finance","Savings Institutions","http://www.nasdaq.com/symbol/efbi",
"EGRX","Eagle Pharmaceuticals, Inc.","57.4","$856.5M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/egrx",
"EWBC","East West Bancorp, Inc.","57.9","$8.37B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ewbc",
"EACQ","Easterly Acquisition Corp.","9.95","$206.07M","2015","Capital Goods","Building Products","http://www.nasdaq.com/symbol/eacq",
"EACQU","Easterly Acquisition Corp.","10.73","n/a","2015","Capital Goods","Building Products","http://www.nasdaq.com/symbol/eacqu",
"EACQW","Easterly Acquisition Corp.","0.82","n/a","2015","Capital Goods","Building Products","http://www.nasdaq.com/symbol/eacqw",
"EML","Eastern Company (The)","26.8","$167.81M","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/eml",
"ESDI","Eastside Distilling, Inc.","5.69","$27.45M","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/esdi",
"ESDIW","Eastside Distilling, Inc.","0.9","n/a","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/esdiw",
"EVGBC","Eaton Vance NextShares Trust","99.98","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/evgbc",
"EVSTC","Eaton Vance NextShares Trust","100.02","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/evstc",
"EVLMC","Eaton Vance NextShares Trust II","99.94","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/evlmc",
"OKDCC","Eaton Vance NextShares Trust II","20","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/okdcc",
"EBAY","eBay Inc.","35.58","$37.17B","1998","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/ebay",
"EBAYL","eBay Inc.","27.03","n/a","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/ebayl",
"EBIX","Ebix, Inc.","74.85","$2.35B","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/ebix",
"ELON","Echelon Corporation","4.81","$21.74M","1998","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/elon",
"ECHO","Echo Global Logistics, Inc.","24","$669.78M","2009","Transportation","Oil Refining/Marketing","http://www.nasdaq.com/symbol/echo",
"SATS","EchoStar Corporation","59.87","$5.73B","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/sats",
"EEI","Ecology and Environment, Inc.","11.1","$47.66M","1987","Consumer Services","Military/Government/Technical","http://www.nasdaq.com/symbol/eei",
"ESES","Eco-Stim Energy Solutions, Inc.","1.39","$103.62M","n/a","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/eses",
"EDAP","EDAP TMS S.A.","2.97","$85.32M","1997","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/edap",
"EDGE","Edge Therapeutics, Inc.","9.41","$290.39M","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/edge",
"EDGW","Edgewater Technology, Inc.","6.29","$88.16M","n/a","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/edgw",
"EDIT","Editas Medicine, Inc.","25.05","$1.06B","2016","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/edit",
"EDUC","Educational Development Corporation","14.45","$59.1M","n/a","Consumer Durables","Consumer Specialties","http://www.nasdaq.com/symbol/educ",
"EGAN","eGain Corporation","3.425","$93.27M","1999","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/egan",
"EGLT","Egalet Corporation","1.005","$43.24M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/eglt",
"EHTH","eHealth, Inc.","23.35","$434.83M","2006","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/ehth",
"EIGR","Eiger BioPharmaceuticals, Inc.","10.85","$114.1M","2014","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/eigr",
"EKSO","Ekso Bionics Holdings, Inc.","2.39","$143.17M","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/ekso",
"LOCO","El Pollo Loco Holdings, Inc.","10.225","$395.23M","2014","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/loco",
"EMITF","Elbit Imaging Ltd.","2.42","$22.24M","n/a","Consumer Services","Building operators","http://www.nasdaq.com/symbol/emitf",
"ESLT","Elbit Systems Ltd.","136.67","$5.84B","n/a","Capital Goods","Military/Government/Technical","http://www.nasdaq.com/symbol/eslt",
"ERI","Eldorado Resorts, Inc.","29.2","$2.24B","n/a","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/eri",
"ESIO","Electro Scientific Industries, Inc.","23.74","$795.09M","n/a","Miscellaneous","Industrial Machinery/Components","http://www.nasdaq.com/symbol/esio",
"EA","Electronic Arts Inc.","108.82","$33.51B","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/ea",
"EFII","Electronics for Imaging, Inc.","28.83","$1.34B","1992","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/efii",
"ELSE","Electro-Sensors, Inc.","3.91","$13.28M","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/else",
"ELEC","Electrum Special Acquisition Corporation","10.2492","$184.79M","2015","Finance","Business Services","http://www.nasdaq.com/symbol/elec",
"ELECU","Electrum Special Acquisition Corporation","10.6","$191.12M","2015","Finance","Business Services","http://www.nasdaq.com/symbol/elecu",
"ELECW","Electrum Special Acquisition Corporation","0.38","n/a","2015","Finance","Business Services","http://www.nasdaq.com/symbol/elecw",
"EBIO","Eleven Biotherapeutics, Inc.","0.745","$22.52M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ebio",
"DWAC","Elkhorn Commodity Rotation Strategy ETF","24.8932","$2.49M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dwac",
"ESBK","Elmira Savings Bank NY (The)","20.6999","$57.05M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/esbk",
"ELTK","Eltek Ltd.","0.635","$6.44M","1997","Technology","Electrical Products","http://www.nasdaq.com/symbol/eltk",
"EMCI","EMC Insurance Group Inc.","29.7","$635.57M","1982","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/emci",
"EMCF","Emclaire Financial Corp","30.2","$68.38M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/emcf",
"EMKR","EMCORE Corporation","7.5","$201.59M","1997","Technology","Semiconductors","http://www.nasdaq.com/symbol/emkr",
"RNEM","Emerging Markets Equity Select ETF","53.0899","$5.31M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rnem",
"EMMS","Emmis Communications Corporation","3.61","$45.89M","1994","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/emms",
"NYNY","Empire Resorts, Inc.","21.25","$662.53M","n/a","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/nyny",
"ENTA","Enanta Pharmaceuticals, Inc.","48.52","$926.27M","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/enta",
"ECPG","Encore Capital Group Inc","46.2","$1.19B","n/a","Finance","Finance Companies","http://www.nasdaq.com/symbol/ecpg",
"WIRE","Encore Wire Corporation","44.3","$922.12M","1992","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/wire",
"ENDP","Endo International plc","7.54","$1.68B","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/endp",
"ECYT","Endocyte, Inc.","5.09","$243.71M","2011","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ecyt",
"ELGX","Endologix, Inc.","5.26","$438.97M","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/elgx",
"NDRA","ENDRA Life Sciences Inc.","2.36","$9.22M","2017","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/ndra",
"NDRAW","ENDRA Life Sciences Inc.","0.7","n/a","2017","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/ndraw",
"EIGI","Endurance International Group Holdings, Inc.","8.95","$1.28B","2013","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/eigi",
"WATT","Energous Corporation","9.13","$202.81M","2014","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/watt",
"EFOI","Energy Focus, Inc.","2.85","$33.79M","n/a","Consumer Durables","Building Products","http://www.nasdaq.com/symbol/efoi",
"ERII","Energy Recovery, Inc.","9.53","$510.76M","2008","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/erii",
"EXXI","Energy XXI Gulf Coast, Inc.","4.9","$162.78M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/exxi",
"ENG","ENGlobal Corporation","0.81","$22.29M","n/a","Consumer Services","Military/Government/Technical","http://www.nasdaq.com/symbol/eng",
"ENPH","Enphase Energy, Inc.","2.77","$236.93M","2012","Technology","Semiconductors","http://www.nasdaq.com/symbol/enph",
"ESGR","Enstar Group Limited","226.3","$4.4B","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/esgr",
"ENFC","Entegra Financial Corp.","27.2","$186.44M","2014","Finance","Banks","http://www.nasdaq.com/symbol/enfc",
"ENTG","Entegris, Inc.","31.25","$4.42B","2000","Consumer Non-Durables","Plastic Products","http://www.nasdaq.com/symbol/entg",
"ENTL","Entellus Medical, Inc.","15.96","$406.57M","2015","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/entl",
"EBTC","Enterprise Bancorp Inc","34.6","$401.28M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ebtc",
"EFSC","Enterprise Financial Services Corporation","43.25","$997.55M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/efsc",
"ENZY          ","Enzymotec Ltd.","11.85","$277.62M","2013","Consumer Durables","Specialty Chemicals","http://www.nasdaq.com/symbol/enzy",
"EPZM","Epizyme, Inc.","12.65","$876.43M","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/epzm",
"PLUS","ePlus inc.","79.45","$1.13B","1996","Technology","Retail: Computer Software & Peripheral Equipment","http://www.nasdaq.com/symbol/plus",
"EQIX","Equinix, Inc.","472.8","$36.99B","2000","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/eqix",
"EQFN","Equitable Financial Corp.","10.5","$35.37M","2015","Finance","Savings Institutions","http://www.nasdaq.com/symbol/eqfn",
"EQBK","Equity Bancshares, Inc.","33.65","$411.67M","2015","Finance","Major Banks","http://www.nasdaq.com/symbol/eqbk",
"ERIC","Ericsson","6.07","$20.24B","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/eric",
"ERIE","Erie Indemnity Company","122.75","$6.42B","n/a","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/erie",
"ERYP","Erytech Pharma S.A.","26.62","$312.6M","2017","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/eryp",
"ESCA","Escalade, Incorporated","13.1","$188.25M","n/a","Consumer Non-Durables","Recreational Products/Toys","http://www.nasdaq.com/symbol/esca",
"ESPR","Esperion Therapeutics, Inc.","49.19","$1.29B","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/espr",
"ESQ","Esquire Financial Holdings, Inc.","16.75","$122.48M","2017","Finance","Commercial Banks","http://www.nasdaq.com/symbol/esq",
"ESSA","ESSA Bancorp, Inc.","15.89","$184.26M","n/a","Finance","Banks","http://www.nasdaq.com/symbol/essa",
"EPIX","ESSA Pharma Inc.","0.27","$7.86M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/epix",
"ESND","Essendant Inc.","9.17","$344.9M","n/a","Consumer Services","Paper","http://www.nasdaq.com/symbol/esnd",
"ITEQ","ETF Managers Trust BlueStar TA-BIGITech Israel Technology ETF","31.4","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/iteq",
"ETSY","Etsy, Inc.","16.47","$2B","2015","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/etsy",
"CLWT","Euro Tech Holdings Company Limited","3.5","$7.22M","1997","Consumer Durables","Diversified Electronic Products","http://www.nasdaq.com/symbol/clwt",
"EEFT","Euronet Worldwide, Inc.","88.9","$4.68B","1997","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/eeft",
"ESEA","Euroseas Ltd.","1.98","$22.12M","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/esea",
"EVEP","EV Energy Partners, L.P.","0.684","$33.77M","2006","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/evep",
"EVBG","Everbridge, Inc.","26.07","$736.6M","2016","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/evbg",
"EVK","Ever-Glory International Group, Inc.","2.35","$34.77M","n/a","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/evk",
"MRAM","Everspin Technologies, Inc.","7.98","$101.88M","2016","Technology","Semiconductors","http://www.nasdaq.com/symbol/mram",
"EVLV","EVINE Live Inc.","1.31","$85.44M","n/a","Consumer Services","Catalog/Specialty Distribution","http://www.nasdaq.com/symbol/evlv",
"EVGN","Evogene Ltd.","3.83","$98.62M","n/a","Basic Industries","Agricultural Chemicals","http://www.nasdaq.com/symbol/evgn",
"EVOK","Evoke Pharma, Inc.","2.79","$42.93M","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/evok",
"EVOL","Evolving Systems, Inc.","4.6","$57.61M","1998","Technology","EDP Services","http://www.nasdaq.com/symbol/evol",
"EXA","Exa Corporation","24.235","$365.18M","2012","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/exa",
"EXAS","Exact Sciences Corporation","58.87","$7.05B","2001","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/exas",
"EXAC","Exactech, Inc.","41.8","$600.51M","1996","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/exac",
"XELA","Exela Technologies, Inc.","5.35","$805.59M","2015","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/xela",
"EXEL","Exelixis, Inc.","26.38","$7.8B","2000","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/exel",
"EXFO","EXFO Inc","4.3","$99.86M","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/exfo",
"EXLS","ExlService Holdings, Inc.","61.5","$2.09B","2006","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/exls",
"EXPE","Expedia, Inc.","123.95","$18.9B","n/a","Consumer Services","Transportation Services","http://www.nasdaq.com/symbol/expe",
"EXPD","Expeditors International of Washington, Inc.","59.13","$10.51B","n/a","Transportation","Oil Refining/Marketing","http://www.nasdaq.com/symbol/expd",
"EXPO","Exponent, Inc.","73.5","$1.9B","n/a","Consumer Services","Professional Services","http://www.nasdaq.com/symbol/expo",
"ESRX","Express Scripts Holding Company","61.94","$35.08B","1992","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/esrx",
"XOG","Extraction Oil & Gas, Inc.","15.55","$2.67B","2016","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/xog",
"EXTR","Extreme Networks, Inc.","12.81","$1.45B","1999","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/extr",
"EYEG","Eyegate Pharmaceuticals, Inc.","1.09","$18.75M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/eyeg",
"EYEGW","Eyegate Pharmaceuticals, Inc.","0.0979","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/eyegw",
"EZPW","EZCORP, Inc.","11.15","$605.41M","1991","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/ezpw",
"FFIV","F5 Networks, Inc.","123.58","$7.74B","1999","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/ffiv",
